ID_TEXT,ID_TEXT,CIUDAD,REGION,TIPO,UNIVERSIDAD_EVALUADA_NACIONAL,PRESTIGIO DE LA INSTITUCIÓN,NIVEL ACADÉMICO,OFERTA ACADÉMICA (CARRERAS OFERTADAS),PROFESORES
Entrevistado_3602,Entrevistado_3602,GUADALAJARA,BAJIO,Primera mención,OTRAS,10,7,1,8
Entrevistado_3603,Entrevistado_3603,GUADALAJARA,BAJIO,Primera mención,OTRAS,10,7,7.8,6
Entrevistado_3604,Entrevistado_3604,GUADALAJARA,BAJIO,Primera mención,OTRAS,8,8,1,9
Entrevistado_3605,Entrevistado_3605,LA PAZ,OCCIDENTE,Primera mención,OTRAS,9,7,7.8,6
Entrevistado_3606,Entrevistado_3606,COATZACOALCOS,SUR,Primera mención,OTRAS,8.4,8,10,8
Entrevistado_3607,Entrevistado_3607,VILLAHERMOSA,SUR,Primera mención,OTRAS,10,10,8,6
Entrevistado_3608,Entrevistado_3608,CIUDAD DE MÉXICO,CENTRO,Primera mención,ANÁHUAC,8,8,7,8
Entrevistado_3609,Entrevistado_3609,GUADALAJARA,BAJIO,Primera mención,OTRAS,10,10,7.8,8
Entrevistado_3610,Entrevistado_3610,CULIACÁN,OCCIDENTE,Primera mención,OTRAS,8.4,8,7.8,6
Entrevistado_3611,Entrevistado_3611,GUADALAJARA,BAJIO,Primera mención,UVM,7,10,8,8
Entrevistado_3612,Entrevistado_3612,IRAPUATO,BAJIO,Primera mención,OTRAS,8.4,7,4,8
Entrevistado_3613,Entrevistado_3613,MORELIA,BAJIO,Primera mención,OTRAS,7,8,7.8,8
Entrevistado_3614,Entrevistado_3614,QUERÉTARO,CENTRO,Primera mención,UVM,8,10,7.8,8
Entrevistado_3615,Entrevistado_3615,COATZACOALCOS,SUR,Primera mención,OTRAS,8,10,7.8,10
Entrevistado_3616,Entrevistado_3616,COATZACOALCOS,SUR,Primera mención,OTRAS,9,8,2,7
Entrevistado_3617,Entrevistado_3617,MORELIA,BAJIO,Primera mención,OTRAS,8.4,8,10,9
Entrevistado_3618,Entrevistado_3618,CIUDAD DE MÉXICO,CENTRO,Primera mención,OTRAS,6,6,1,7
Entrevistado_3619,Entrevistado_3619,MONTERREY,NORTE,Primera mención,OTRAS,8.4,7,3,7
Entrevistado_3620,Entrevistado_3620,MONTERREY,NORTE,Primera mención,OTRAS,9,8,9,8
Entrevistado_3621,Entrevistado_3621,MORELIA,BAJIO,Primera mención,OTRAS,10,10,7.8,8
Entrevistado_3622,Entrevistado_3622,MORELIA,BAJIO,Primera mención,OTRAS,8.4,8,8,1
Entrevistado_3623,Entrevistado_3623,MAZATLÁN,OCCIDENTE,Primera mención,OTRAS,7,3,4,10
Entrevistado_3624,Entrevistado_3624,GUADALAJARA,BAJIO,Primera mención,OTRAS,6,3,7.8,10
Entrevistado_3625,Entrevistado_3625,GUADALAJARA,BAJIO,Primera mención,OTRAS,7,7,3,8
Entrevistado_3626,Entrevistado_3626,CULIACÁN,OCCIDENTE,Primera mención,OTRAS,8.4,4,7.8,8
Entrevistado_3627,Entrevistado_3627,CULIACÁN,OCCIDENTE,Primera mención,ITESM,7,7,6,10
Entrevistado_3628,Entrevistado_3628,LA PAZ,OCCIDENTE,Primera mención,OTRAS,10,8,7.8,4
Entrevistado_3629,Entrevistado_3629,CIUDAD DE MÉXICO,CENTRO,Primera mención,UVM,8.4,8,5,10
Entrevistado_3630,Entrevistado_3630,LEÓN,BAJIO,Primera mención,OTRAS,8.4,10,7.8,10
Entrevistado_3631,Entrevistado_3631,LA PAZ,OCCIDENTE,Primera mención,OTRAS,7,8,7.8,8
Entrevistado_3632,Entrevistado_3632,MORELIA,BAJIO,Primera mención,OTRAS,8.4,4,10,8
Entrevistado_3633,Entrevistado_3633,LA PAZ,OCCIDENTE,Primera mención,OTRAS,9,8,10,5
Entrevistado_3634,Entrevistado_3634,CULIACÁN,OCCIDENTE,Primera mención,ITESM,8.4,8,10,10
Entrevistado_3635,Entrevistado_3635,GUADALAJARA,BAJIO,Primera mención,OTRAS,10,10,10,10
Entrevistado_3636,Entrevistado_3636,MAZATLÁN,OCCIDENTE,Primera mención,OTRAS,8.4,8,3,9
Entrevistado_3637,Entrevistado_3637,GUADALAJARA,BAJIO,Primera mención,ITESM,9,8,6,8
Entrevistado_3638,Entrevistado_3638,TUXTLA GUTIÉRREZ,SUR,Primera mención,OTRAS,10,5,9,8
Entrevistado_3639,Entrevistado_3639,MAZATLÁN,OCCIDENTE,Primera mención,OTRAS,9,6,7,3
Entrevistado_3640,Entrevistado_3640,LEÓN,BAJIO,Primera mención,OTRAS,7,6,5,8
Entrevistado_3641,Entrevistado_3641,VILLAHERMOSA,SUR,Primera mención,OTRAS,10,4,7.8,7
Entrevistado_3642,Entrevistado_3642,AGUASCALIENTES,BAJIO,Primera mención,OTRAS,10,8,5,10
Entrevistado_3643,Entrevistado_3643,VILLAHERMOSA,SUR,Primera mención,UVM,9,8,10,8
Entrevistado_3644,Entrevistado_3644,TIJUANA,OCCIDENTE,Primera mención,OTRAS,8.4,7,3,5
Entrevistado_3645,Entrevistado_3645,PUEBLA,CENTRO,Primera mención,OTRAS,9,5,7.8,2
Entrevistado_3646,Entrevistado_3646,ENSENADA,OCCIDENTE,Primera mención,OTRAS,8.4,8,10,10
Entrevistado_3647,Entrevistado_3647,TUXTLA GUTIÉRREZ,SUR,Primera mención,OTRAS,9,10,7.8,8
Entrevistado_3648,Entrevistado_3648,MEXICALI,OCCIDENTE,Primera mención,OTRAS,5,10,5,8
Entrevistado_3649,Entrevistado_3649,TIJUANA,OCCIDENTE,Primera mención,OTRAS,8,4,7.8,8
Entrevistado_3650,Entrevistado_3650,TUXTLA GUTIÉRREZ,SUR,Primera mención,OTRAS,6,10,8,8
Entrevistado_3651,Entrevistado_3651,QUERÉTARO,CENTRO,Primera mención,ITESM,7,8,10,8
Entrevistado_3652,Entrevistado_3652,PUEBLA,CENTRO,Primera mención,OTRAS,8.4,7,7.8,6
Entrevistado_3653,Entrevistado_3653,CULIACÁN,OCCIDENTE,Primera mención,ITESM,10,9,10,10
Entrevistado_3654,Entrevistado_3654,VILLAHERMOSA,SUR,Primera mención,OTRAS,10,8,10,3
Entrevistado_3655,Entrevistado_3655,MONTERREY,NORTE,Primera mención,ITESM,10,10,5,8
Entrevistado_3656,Entrevistado_3656,MEXICALI,OCCIDENTE,Primera mención,OTRAS,8.4,7,4,8
Entrevistado_3657,Entrevistado_3657,IRAPUATO,BAJIO,Primera mención,OTRAS,8,8,8,8
Entrevistado_3658,Entrevistado_3658,TUXTLA GUTIÉRREZ,SUR,Primera mención,OTRAS,9,8,7.8,8
Entrevistado_3659,Entrevistado_3659,GUADALAJARA,BAJIO,Primera mención,OTRAS,9,8,8,8
Entrevistado_3660,Entrevistado_3660,CIUDAD DE MÉXICO,CENTRO,Primera mención,OTRAS,8,10,7.8,8
Entrevistado_3661,Entrevistado_3661,LEÓN,BAJIO,Primera mención,OTRAS,8.4,7,7.8,10
Entrevistado_3662,Entrevistado_3662,GUADALAJARA,BAJIO,Primera mención,OTRAS,9,8,7.8,8
Entrevistado_3663,Entrevistado_3663,LA PAZ,OCCIDENTE,Primera mención,OTRAS,10,10,7.8,10
Entrevistado_3664,Entrevistado_3664,CULIACÁN,OCCIDENTE,Primera mención,OTRAS,8.4,8,10,10
Entrevistado_3665,Entrevistado_3665,GUADALAJARA,BAJIO,Primera mención,OTRAS,10,8,3,8
Entrevistado_3666,Entrevistado_3666,COATZACOALCOS,SUR,Primera mención,OTRAS,8,8,10,10
Entrevistado_3667,Entrevistado_3667,MEXICALI,OCCIDENTE,Primera mención,OTRAS,8.4,8,1,8
Entrevistado_3668,Entrevistado_3668,MONTERREY,NORTE,Primera mención,OTRAS,8,8,7.8,9
Entrevistado_3669,Entrevistado_3669,LEÓN,BAJIO,Primera mención,ITESM,8.4,8,6,8
Entrevistado_3670,Entrevistado_3670,GUADALAJARA,BAJIO,Primera mención,OTRAS,8,8,6,10
Entrevistado_3671,Entrevistado_3671,MEXICALI,OCCIDENTE,Primera mención,OTRAS,10,7,4,8
Entrevistado_3672,Entrevistado_3672,MORELIA,BAJIO,Primera mención,OTRAS,8.4,10,8,10
Entrevistado_3673,Entrevistado_3673,CIUDAD DE MÉXICO,CENTRO,Primera mención,OTRAS,8.4,5,7.8,10
Entrevistado_3674,Entrevistado_3674,MORELIA,BAJIO,Primera mención,OTRAS,7,10,7.8,7
Entrevistado_3675,Entrevistado_3675,HERMOSILLO,OCCIDENTE,Primera mención,ITESM,5,8,7.8,8
Entrevistado_3676,Entrevistado_3676,VILLAHERMOSA,SUR,Primera mención,OTRAS,8,5,7.8,8
Entrevistado_3677,Entrevistado_3677,GUADALAJARA,BAJIO,Primera mención,OTRAS,9,3,5,6
Entrevistado_3678,Entrevistado_3678,MAZATLÁN,OCCIDENTE,Primera mención,OTRAS,10,8,7.8,8
Entrevistado_3679,Entrevistado_3679,LEÓN,BAJIO,Primera mención,ITESM,8.4,4,6,7
Entrevistado_3680,Entrevistado_3680,GUADALAJARA,BAJIO,Primera mención,OTRAS,8,10,7.8,8
Entrevistado_3681,Entrevistado_3681,TEPIC,OCCIDENTE,Primera mención,OTRAS,10,8,7.8,9
Entrevistado_3682,Entrevistado_3682,MORELIA,BAJIO,Primera mención,OTRAS,8,8,7.8,8
Entrevistado_3683,Entrevistado_3683,HERMOSILLO,OCCIDENTE,Primera mención,OTRAS,10,8,7.8,7
Entrevistado_3684,Entrevistado_3684,GUADALAJARA,BAJIO,Primera mención,UVM,8,8,6,8
Entrevistado_3685,Entrevistado_3685,TUXTLA GUTIÉRREZ,SUR,Primera mención,OTRAS,6,9,7.8,8
Entrevistado_3686,Entrevistado_3686,COATZACOALCOS,SUR,Primera mención,OTRAS,9,10,7.8,8
Entrevistado_3687,Entrevistado_3687,HERMOSILLO,OCCIDENTE,Primera mención,UVM,4,8,10,8
Entrevistado_3688,Entrevistado_3688,VILLAHERMOSA,SUR,Primera mención,OTRAS,9,8,7.8,8
Entrevistado_3689,Entrevistado_3689,CULIACÁN,OCCIDENTE,Primera mención,ITESM,5,8,7.8,8
Entrevistado_3690,Entrevistado_3690,MORELIA,BAJIO,Primera mención,OTRAS,5,8,3,5
Entrevistado_3691,Entrevistado_3691,GUADALAJARA,BAJIO,Primera mención,OTRAS,7,8,7.8,8
Entrevistado_3692,Entrevistado_3692,COATZACOALCOS,SUR,Primera mención,OTRAS,8.4,10,4,5
Entrevistado_3693,Entrevistado_3693,CIUDAD DE MÉXICO,CENTRO,Primera mención,ANÁHUAC,9,8,10,9
Entrevistado_3694,Entrevistado_3694,GUADALAJARA,BAJIO,Primera mención,OTRAS,8.4,3,7,10
Entrevistado_3695,Entrevistado_3695,GUADALAJARA,BAJIO,Primera mención,ITESM,6,8,4,8
Entrevistado_3696,Entrevistado_3696,LEÓN,BAJIO,Primera mención,OTRAS,9,8,10,8
Entrevistado_3697,Entrevistado_3697,MEXICALI,OCCIDENTE,Primera mención,OTRAS,4,10,7.8,8
Entrevistado_3698,Entrevistado_3698,CULIACÁN,OCCIDENTE,Primera mención,ITESM,6,9,10,8
Entrevistado_3699,Entrevistado_3699,LOS CABOS,OCCIDENTE,Primera mención,OTRAS,8.4,8,7.8,6
Entrevistado_3700,Entrevistado_3700,VILLAHERMOSA,SUR,Primera mención,OTRAS,8,2,9,8
Entrevistado_3701,Entrevistado_3701,AGUASCALIENTES,BAJIO,Primera mención,OTRAS,9,10,7.8,8
Entrevistado_3702,Entrevistado_3702,MORELIA,BAJIO,Primera mención,OTRAS,5,10,10,8
Entrevistado_3703,Entrevistado_3703,QUERÉTARO,CENTRO,Primera mención,OTRAS,10,7,4,8
Entrevistado_3704,Entrevistado_3704,MEXICALI,OCCIDENTE,Primera mención,OTRAS,10,5,7.8,10
Entrevistado_3705,Entrevistado_3705,AGUASCALIENTES,BAJIO,Primera mención,OTRAS,8,10,1,8
Entrevistado_3706,Entrevistado_3706,HERMOSILLO,OCCIDENTE,Primera mención,OTRAS,6,8,6,10
Entrevistado_3707,Entrevistado_3707,GUADALAJARA,BAJIO,Primera mención,OTRAS,7,8,7.8,6
Entrevistado_3708,Entrevistado_3708,CD. OBREGÓN,OCCIDENTE,Primera mención,OTRAS,8,10,9,8
Entrevistado_3709,Entrevistado_3709,GUADALAJARA,BAJIO,Primera mención,OTRAS,10,9,7,7
Entrevistado_3710,Entrevistado_3710,GUADALAJARA,BAJIO,Primera mención,OTRAS,8,3,6,7
Entrevistado_3711,Entrevistado_3711,TEPIC,OCCIDENTE,Primera mención,OTRAS,8,5,7.8,7
Entrevistado_3712,Entrevistado_3712,TEPIC,OCCIDENTE,Primera mención,OTRAS,10,10,7.8,8
Entrevistado_3713,Entrevistado_3713,CIUDAD DE MÉXICO,CENTRO,Primera mención,OTRAS,10,10,7.8,8
Entrevistado_3714,Entrevistado_3714,MORELIA,BAJIO,Primera mención,OTRAS,6,8,7.8,8
Entrevistado_3715,Entrevistado_3715,LOS MOCHIS,OCCIDENTE,Primera mención,OTRAS,10,10,7.8,5
Entrevistado_3716,Entrevistado_3716,GUADALAJARA,BAJIO,Primera mención,OTRAS,7,8,9,2
Entrevistado_3717,Entrevistado_3717,VILLAHERMOSA,SUR,Primera mención,UVM,10,10,7.8,8
Entrevistado_3718,Entrevistado_3718,TEPIC,OCCIDENTE,Primera mención,OTRAS,8,5,7.8,8
Entrevistado_3719,Entrevistado_3719,GUADALAJARA,BAJIO,Primera mención,OTRAS,10,8,10,8
Entrevistado_3720,Entrevistado_3720,MORELIA,BAJIO,Primera mención,OTRAS,8.4,10,7.8,4
Entrevistado_3721,Entrevistado_3721,MORELIA,BAJIO,Primera mención,OTRAS,8,8,10,8
Entrevistado_3722,Entrevistado_3722,MONTERREY,NORTE,Primera mención,ITESM,8.4,8,5,10
Entrevistado_3723,Entrevistado_3723,HERMOSILLO,OCCIDENTE,Primera mención,OTRAS,8.4,8,10,10
Entrevistado_3724,Entrevistado_3724,CIUDAD DE MÉXICO,CENTRO,Primera mención,UVM,9,7,6,8
Entrevistado_3725,Entrevistado_3725,LA PAZ,OCCIDENTE,Primera mención,OTRAS,9,8,10,9
Entrevistado_3726,Entrevistado_3726,CIUDAD DE MÉXICO,CENTRO,Primera mención,OTRAS,8.4,8,4,8
Entrevistado_3727,Entrevistado_3727,MORELIA,BAJIO,Primera mención,OTRAS,6,9,7.8,3
Entrevistado_3728,Entrevistado_3728,CIUDAD DE MÉXICO,CENTRO,Primera mención,OTRAS,8,2,10,6
Entrevistado_3729,Entrevistado_3729,AGUASCALIENTES,BAJIO,Primera mención,OTRAS,7,3,9,5
Entrevistado_3730,Entrevistado_3730,TEPIC,OCCIDENTE,Primera mención,OTRAS,8.4,10,7.8,10
Entrevistado_3731,Entrevistado_3731,VILLAHERMOSA,SUR,Primera mención,OTRAS,9,10,7.8,8
Entrevistado_3732,Entrevistado_3732,VILLAHERMOSA,SUR,Primera mención,OTRAS,10,6,7.8,10
Entrevistado_3733,Entrevistado_3733,CULIACÁN,OCCIDENTE,Primera mención,OTRAS,10,8,10,8
Entrevistado_3734,Entrevistado_3734,TUXTLA GUTIÉRREZ,SUR,Primera mención,OTRAS,8.4,8,7.8,8
Entrevistado_3735,Entrevistado_3735,QUERÉTARO,CENTRO,Primera mención,UVM,8,8,7.8,6
Entrevistado_3736,Entrevistado_3736,LOS CABOS,OCCIDENTE,Primera mención,OTRAS,7,10,7.8,8
Entrevistado_3737,Entrevistado_3737,CULIACÁN,OCCIDENTE,Primera mención,OTRAS,9,8,5,8
Entrevistado_3738,Entrevistado_3738,MONTERREY,NORTE,Primera mención,OTRAS,5,3,10,5
Entrevistado_3739,Entrevistado_3739,QUERÉTARO,CENTRO,Primera mención,ANÁHUAC,10,10,7.8,7
Entrevistado_3740,Entrevistado_3740,MONTERREY,NORTE,Primera mención,ITESM,8,8,7.8,8
Entrevistado_3741,Entrevistado_3741,TEPIC,OCCIDENTE,Primera mención,OTRAS,8.4,10,5,10
Entrevistado_3742,Entrevistado_3742,LEÓN,BAJIO,Primera mención,OTRAS,4,8,7,8
Entrevistado_3743,Entrevistado_3743,ENSENADA,OCCIDENTE,Primera mención,OTRAS,7,10,7.8,8
Entrevistado_3744,Entrevistado_3744,VERACRUZ,ORIENTE,Primera mención,OTRAS,10,6,10,8
Entrevistado_3745,Entrevistado_3745,QUERÉTARO,CENTRO,Primera mención,ITESM,6,8,10,10
Entrevistado_3746,Entrevistado_3746,MEXICALI,OCCIDENTE,Primera mención,OTRAS,10,8,10,7
Entrevistado_3747,Entrevistado_3747,LEÓN,BAJIO,Primera mención,OTRAS,4,8,6,8
Entrevistado_3748,Entrevistado_3748,GUADALAJARA,BAJIO,Primera mención,OTRAS,10,8,10,8
Entrevistado_3749,Entrevistado_3749,MORELIA,BAJIO,Primera mención,OTRAS,9,10,10,8
Entrevistado_3750,Entrevistado_3750,MORELIA,BAJIO,Primera mención,OTRAS,7,9,10,8
Entrevistado_3751,Entrevistado_3751,MONTERREY,NORTE,Primera mención,OTRAS,4,6,8,8
Entrevistado_3752,Entrevistado_3752,COATZACOALCOS,SUR,Primera mención,OTRAS,8.4,8,7.8,8
Entrevistado_3753,Entrevistado_3753,VILLAHERMOSA,SUR,Primera mención,OTRAS,10,8,7.8,8
Entrevistado_3754,Entrevistado_3754,QUERÉTARO,CENTRO,Primera mención,OTRAS,7,8,7.8,8
Entrevistado_3755,Entrevistado_3755,MORELIA,BAJIO,Primera mención,OTRAS,9,10,4,10
Entrevistado_3756,Entrevistado_3756,CULIACÁN,OCCIDENTE,Primera mención,OTRAS,8.4,8,7.8,8
Entrevistado_3757,Entrevistado_3757,GUADALAJARA,BAJIO,Primera mención,OTRAS,10,2,8,7
Entrevistado_3758,Entrevistado_3758,CULIACÁN,OCCIDENTE,Primera mención,OTRAS,10,10,1,7
Entrevistado_3759,Entrevistado_3759,GUADALAJARA,BAJIO,Primera mención,UVM,8.4,10,9,8
Entrevistado_3760,Entrevistado_3760,AGUASCALIENTES,BAJIO,Primera mención,UVM,7,8,7.8,6
Entrevistado_3761,Entrevistado_3761,CIUDAD DE MÉXICO,CENTRO,Primera mención,UVM,5,8,7,8
Entrevistado_3762,Entrevistado_3762,GUADALAJARA,BAJIO,Primera mención,OTRAS,10,5,7,8
Entrevistado_3763,Entrevistado_3763,AGUASCALIENTES,BAJIO,Primera mención,OTRAS,10,7,7.8,8
Entrevistado_3764,Entrevistado_3764,PUEBLA,CENTRO,Primera mención,OTRAS,8,9,3,10
Entrevistado_3765,Entrevistado_3765,CIUDAD DE MÉXICO,CENTRO,Primera mención,ANÁHUAC,8,8,4,8
Entrevistado_3766,Entrevistado_3766,GUADALAJARA,BAJIO,Primera mención,OTRAS,8,6,4,10
Entrevistado_3767,Entrevistado_3767,GUADALAJARA,BAJIO,Primera mención,OTRAS,9,8,7,9
Entrevistado_3768,Entrevistado_3768,CULIACÁN,OCCIDENTE,Primera mención,OTRAS,10,8,6,8
Entrevistado_3769,Entrevistado_3769,AGUASCALIENTES,BAJIO,Primera mención,OTRAS,10,8,10,8
Entrevistado_3770,Entrevistado_3770,IRAPUATO,BAJIO,Primera mención,OTRAS,8.4,6,7.8,8
Entrevistado_3771,Entrevistado_3771,MÉRIDA,SUR,Primera mención,ANÁHUAC,10,7,5,8
Entrevistado_3772,Entrevistado_3772,AGUASCALIENTES,BAJIO,Primera mención,OTRAS,10,8,7.8,8
Entrevistado_3773,Entrevistado_3773,CIUDAD DE MÉXICO,CENTRO,Primera mención,OTRAS,10,8,10,4
Entrevistado_3774,Entrevistado_3774,CIUDAD DE MÉXICO,CENTRO,Primera mención,ANÁHUAC,10,8,7.8,9
Entrevistado_3775,Entrevistado_3775,QUERÉTARO,CENTRO,Primera mención,ANÁHUAC,7,4,2,8
Entrevistado_3776,Entrevistado_3776,GUADALAJARA,BAJIO,Primera mención,OTRAS,7,10,10,8
Entrevistado_3777,Entrevistado_3777,MORELIA,BAJIO,Primera mención,OTRAS,8,10,7,10
Entrevistado_3778,Entrevistado_3778,LEÓN,BAJIO,Primera mención,OTRAS,8,2,10,6
Entrevistado_3779,Entrevistado_3779,TEPIC,OCCIDENTE,Primera mención,OTRAS,8,10,7.8,10
Entrevistado_3780,Entrevistado_3780,VERACRUZ,ORIENTE,Primera mención,OTRAS,10,9,3,8
Entrevistado_3781,Entrevistado_3781,GUADALAJARA,BAJIO,Primera mención,OTRAS,8.4,8,6,5
Entrevistado_3782,Entrevistado_3782,GUADALAJARA,BAJIO,Primera mención,OTRAS,6,10,6,8
Entrevistado_3783,Entrevistado_3783,MORELIA,BAJIO,Primera mención,OTRAS,8.4,8,7.8,9
Entrevistado_3784,Entrevistado_3784,LEÓN,BAJIO,Primera mención,OTRAS,7,6,7.8,8
Entrevistado_3785,Entrevistado_3785,TEPIC,OCCIDENTE,Primera mención,OTRAS,6,8,7,10
Entrevistado_3786,Entrevistado_3786,GUADALAJARA,BAJIO,Primera mención,OTRAS,7,9,7.8,8
Entrevistado_3787,Entrevistado_3787,GUADALAJARA,BAJIO,Primera mención,OTRAS,8.4,8,7,8
Entrevistado_3788,Entrevistado_3788,MORELIA,BAJIO,Primera mención,OTRAS,10,8,10,1
Entrevistado_3789,Entrevistado_3789,GUADALAJARA,BAJIO,Primera mención,OTRAS,8.4,7,5,8
Entrevistado_3790,Entrevistado_3790,TEPIC,OCCIDENTE,Primera mención,OTRAS,8.4,10,7.8,7
Entrevistado_3791,Entrevistado_3791,GUADALAJARA,BAJIO,Primera mención,OTRAS,8.4,8,7.8,10
Entrevistado_3792,Entrevistado_3792,TEPIC,OCCIDENTE,Primera mención,OTRAS,8.4,8,8,8
Entrevistado_3793,Entrevistado_3793,MORELIA,BAJIO,Primera mención,OTRAS,9,7,9,8
Entrevistado_3794,Entrevistado_3794,QUERÉTARO,CENTRO,Primera mención,ANÁHUAC,8.4,2,7.8,8
Entrevistado_3795,Entrevistado_3795,TEPIC,OCCIDENTE,Primera mención,OTRAS,4,10,7.8,10
Entrevistado_3796,Entrevistado_3796,MORELIA,BAJIO,Primera mención,OTRAS,8.4,10,7.8,10
Entrevistado_3797,Entrevistado_3797,HERMOSILLO,OCCIDENTE,Primera mención,OTRAS,8.4,6,7,10
Entrevistado_3798,Entrevistado_3798,GUADALAJARA,BAJIO,Primera mención,OTRAS,5,7,1,8
Entrevistado_3799,Entrevistado_3799,CULIACÁN,OCCIDENTE,Primera mención,OTRAS,10,4,7.8,8
Entrevistado_3800,Entrevistado_3800,CULIACÁN,OCCIDENTE,Primera mención,OTRAS,8,10,7.8,8
Entrevistado_3801,Entrevistado_3801,TUXTLA GUTIÉRREZ,SUR,Primera mención,OTRAS,8.4,8,10,10
Entrevistado_3802,Entrevistado_3802,LA PAZ,OCCIDENTE,Primera mención,OTRAS,8.4,8,7,9
Entrevistado_3803,Entrevistado_3803,GUADALAJARA,BAJIO,Primera mención,OTRAS,8.4,9,7,8
Entrevistado_3804,Entrevistado_3804,MORELIA,BAJIO,Primera mención,OTRAS,7,10,7.8,9
Entrevistado_3805,Entrevistado_3805,MORELIA,BAJIO,Primera mención,OTRAS,6,9,7.8,5
Entrevistado_3806,Entrevistado_3806,GUADALAJARA,BAJIO,Primera mención,OTRAS,10,1,4,10
Entrevistado_3807,Entrevistado_3807,COATZACOALCOS,SUR,Primera mención,OTRAS,8.4,5,10,8
Entrevistado_3808,Entrevistado_3808,MONTERREY,NORTE,Primera mención,ITESM,8,8,7.8,8
Entrevistado_3809,Entrevistado_3809,GUADALAJARA,BAJIO,Primera mención,OTRAS,8.4,8,8,10
Entrevistado_3810,Entrevistado_3810,LEÓN,BAJIO,Primera mención,OTRAS,8,6,9,8
Entrevistado_3811,Entrevistado_3811,MORELIA,BAJIO,Primera mención,OTRAS,9,8,7.8,8
Entrevistado_3812,Entrevistado_3812,GUADALAJARA,BAJIO,Primera mención,OTRAS,8,8,7.8,4
Entrevistado_3813,Entrevistado_3813,CIUDAD DE MÉXICO,CENTRO,Primera mención,OTRAS,9,10,10,10
Entrevistado_3814,Entrevistado_3814,TEPIC,OCCIDENTE,Primera mención,OTRAS,8.4,5,6,8
Entrevistado_3815,Entrevistado_3815,GUADALAJARA,BAJIO,Primera mención,OTRAS,7,8,6,2
Entrevistado_3816,Entrevistado_3816,VILLAHERMOSA,SUR,Primera mención,OTRAS,8.4,8,3,8
Entrevistado_3817,Entrevistado_3817,LA PAZ,OCCIDENTE,Primera mención,OTRAS,8,3,1,8
Entrevistado_3818,Entrevistado_3818,GUADALAJARA,BAJIO,Primera mención,OTRAS,8,9,7.8,8
Entrevistado_3819,Entrevistado_3819,MORELIA,BAJIO,Primera mención,OTRAS,8,4,7.8,10
Entrevistado_3820,Entrevistado_3820,TUXTLA GUTIÉRREZ,SUR,Primera mención,OTRAS,10,3,10,10
Entrevistado_3821,Entrevistado_3821,MORELIA,BAJIO,Primera mención,OTRAS,9,9,7,8
Entrevistado_3822,Entrevistado_3822,LA PAZ,OCCIDENTE,Primera mención,OTRAS,8.4,8,10,8
Entrevistado_3823,Entrevistado_3823,GUADALAJARA,BAJIO,Primera mención,OTRAS,5,10,5,8
Entrevistado_3824,Entrevistado_3824,HERMOSILLO,OCCIDENTE,Primera mención,OTRAS,9,6,10,8
Entrevistado_3825,Entrevistado_3825,HERMOSILLO,OCCIDENTE,Primera mención,OTRAS,10,5,9,4
Entrevistado_3826,Entrevistado_3826,MORELIA,BAJIO,Primera mención,OTRAS,8.4,8,2,7
Entrevistado_3827,Entrevistado_3827,GUADALAJARA,BAJIO,Primera mención,OTRAS,8.4,8,7.8,8
Entrevistado_3828,Entrevistado_3828,TEPIC,OCCIDENTE,Primera mención,OTRAS,8,8,7.8,7
Entrevistado_3829,Entrevistado_3829,TEPIC,OCCIDENTE,Primera mención,OTRAS,8.4,8,10,10
Entrevistado_3830,Entrevistado_3830,TEPIC,OCCIDENTE,Primera mención,OTRAS,9,10,7,10
Entrevistado_3831,Entrevistado_3831,VILLAHERMOSA,SUR,Primera mención,OTRAS,5,5,10,7
Entrevistado_3832,Entrevistado_3832,IRAPUATO,BAJIO,Primera mención,ITESM,10,6,7.8,8
Entrevistado_3833,Entrevistado_3833,CULIACÁN,OCCIDENTE,Primera mención,ITESM,9,8,7.8,8
Entrevistado_3834,Entrevistado_3834,GUADALAJARA,BAJIO,Primera mención,ITESM,9,8,8,5
Entrevistado_3835,Entrevistado_3835,QUERÉTARO,CENTRO,Primera mención,ANÁHUAC,10,8,5,8
Entrevistado_3836,Entrevistado_3836,QUERÉTARO,CENTRO,Primera mención,UVM,10,8,6,8
Entrevistado_3837,Entrevistado_3837,COATZACOALCOS,SUR,Primera mención,OTRAS,10,10,10,8
Entrevistado_3838,Entrevistado_3838,IRAPUATO,BAJIO,Primera mención,OTRAS,9,8,10,8
Entrevistado_3839,Entrevistado_3839,GUADALAJARA,BAJIO,Primera mención,OTRAS,9,9,10,5
Entrevistado_3840,Entrevistado_3840,GUADALAJARA,BAJIO,Primera mención,OTRAS,10,8,7.8,8
Entrevistado_3841,Entrevistado_3841,CIUDAD DE MÉXICO,CENTRO,Primera mención,OTRAS,9,8,8,8
Entrevistado_3842,Entrevistado_3842,MONTERREY,NORTE,Primera mención,OTRAS,10,10,4,10
Entrevistado_3843,Entrevistado_3843,TIJUANA,OCCIDENTE,Primera mención,OTRAS,2,10,4,8
Entrevistado_3844,Entrevistado_3844,AGUASCALIENTES,BAJIO,Primera mención,OTRAS,9,7,7.8,8
Entrevistado_3845,Entrevistado_3845,AGUASCALIENTES,BAJIO,Primera mención,OTRAS,8.4,8,10,8
Entrevistado_3846,Entrevistado_3846,TUXTLA GUTIÉRREZ,SUR,Primera mención,OTRAS,10,10,7.8,10
